year,winner_party,H_incumbent_party,H_incumbent_party_majorvote_pct,quarter_cycle,GDP_growth_pct,D_majorvote_pct,R_majorvote_pct,state,Month,percent
1978,D,D,54.31,8,1.344146379,54.31,45.69,Alabama,10,6.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,Alaska,10,10.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,Arizona,10,5.7
1978,D,D,54.31,8,1.344146379,54.31,45.69,Arkansas,10,6.4
1978,D,D,54.31,8,1.344146379,54.31,45.69,California,10,6.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Los Angeles County,10,6.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,Colorado,10,5.1
1978,D,D,54.31,8,1.344146379,54.31,45.69,Connecticut,10,5.1
1978,D,D,54.31,8,1.344146379,54.31,45.69,Delaware,10,7.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,District of Columbia,10,7.9
1978,D,D,54.31,8,1.344146379,54.31,45.69,Florida,10,6.6
1978,D,D,54.31,8,1.344146379,54.31,45.69,Georgia,10,5.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Hawaii,10,6.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Idaho,10,5.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Illinois,10,5.7
1978,D,D,54.31,8,1.344146379,54.31,45.69,Indiana,10,5.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,Iowa,10,3.9
1978,D,D,54.31,8,1.344146379,54.31,45.69,Kansas,10,3
1978,D,D,54.31,8,1.344146379,54.31,45.69,Kentucky,10,5.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,Louisiana,10,6.1
1978,D,D,54.31,8,1.344146379,54.31,45.69,Maine,10,6.3
1978,D,D,54.31,8,1.344146379,54.31,45.69,Maryland,10,5.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,Massachusetts,10,6
1978,D,D,54.31,8,1.344146379,54.31,45.69,Michigan,10,7
1978,D,D,54.31,8,1.344146379,54.31,45.69,Minnesota,10,3.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Mississippi,10,6.7
1978,D,D,54.31,8,1.344146379,54.31,45.69,Missouri,10,4.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,Montana,10,5.3
1978,D,D,54.31,8,1.344146379,54.31,45.69,Nebraska,10,2.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Nevada,10,4.6
1978,D,D,54.31,8,1.344146379,54.31,45.69,New Hampshire,10,3.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,New Jersey,10,7
1978,D,D,54.31,8,1.344146379,54.31,45.69,New Mexico,10,6
1978,D,D,54.31,8,1.344146379,54.31,45.69,New York,10,7.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,New York city,10,8.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,North Carolina,10,4.3
1978,D,D,54.31,8,1.344146379,54.31,45.69,North Dakota,10,4.3
1978,D,D,54.31,8,1.344146379,54.31,45.69,Ohio,10,5.4
1978,D,D,54.31,8,1.344146379,54.31,45.69,Oklahoma,10,3.3
1978,D,D,54.31,8,1.344146379,54.31,45.69,Oregon,10,6.6
1978,D,D,54.31,8,1.344146379,54.31,45.69,Pennsylvania,10,6.8
1978,D,D,54.31,8,1.344146379,54.31,45.69,Rhode Island,10,6.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,South Carolina,10,5.5
1978,D,D,54.31,8,1.344146379,54.31,45.69,South Dakota,10,3.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,Tennessee,10,5.9
1978,D,D,54.31,8,1.344146379,54.31,45.69,Texas,10,4.7
1978,D,D,54.31,8,1.344146379,54.31,45.69,Utah,10,3.6
1978,D,D,54.31,8,1.344146379,54.31,45.69,Vermont,10,5.4
1978,D,D,54.31,8,1.344146379,54.31,45.69,Virginia,10,5.2
1978,D,D,54.31,8,1.344146379,54.31,45.69,Washington,10,6.9
1978,D,D,54.31,8,1.344146379,54.31,45.69,West Virginia,10,6.3
1978,D,D,54.31,8,1.344146379,54.31,45.69,Wisconsin,10,5.1
1978,D,D,54.31,8,1.344146379,54.31,45.69,Wyoming,10,3.1
1980,D,D,51.28,8,1.864925127,51.28,48.72,Alabama,10,9.6
1980,D,D,51.28,8,1.864925127,51.28,48.72,Alaska,10,9.8
1980,D,D,51.28,8,1.864925127,51.28,48.72,Arizona,10,6.7
1980,D,D,51.28,8,1.864925127,51.28,48.72,Arkansas,10,8.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,California,10,7.1
1980,D,D,51.28,8,1.864925127,51.28,48.72,Los Angeles County,10,7.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Colorado,10,6.4
1980,D,D,51.28,8,1.864925127,51.28,48.72,Connecticut,10,6.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Delaware,10,7.9
1980,D,D,51.28,8,1.864925127,51.28,48.72,District of Columbia,10,8.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Florida,10,6.4
1980,D,D,51.28,8,1.864925127,51.28,48.72,Georgia,10,6.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,Hawaii,10,5.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Idaho,10,7.7
1980,D,D,51.28,8,1.864925127,51.28,48.72,Illinois,10,8.9
1980,D,D,51.28,8,1.864925127,51.28,48.72,Indiana,10,9.8
1980,D,D,51.28,8,1.864925127,51.28,48.72,Iowa,10,6.6
1980,D,D,51.28,8,1.864925127,51.28,48.72,Kansas,10,4.7
1980,D,D,51.28,8,1.864925127,51.28,48.72,Kentucky,10,8.8
1980,D,D,51.28,8,1.864925127,51.28,48.72,Louisiana,10,7.1
1980,D,D,51.28,8,1.864925127,51.28,48.72,Maine,10,8
1980,D,D,51.28,8,1.864925127,51.28,48.72,Maryland,10,6.8
1980,D,D,51.28,8,1.864925127,51.28,48.72,Massachusetts,10,5.7
1980,D,D,51.28,8,1.864925127,51.28,48.72,Michigan,10,12.9
1980,D,D,51.28,8,1.864925127,51.28,48.72,Minnesota,10,5.9
1980,D,D,51.28,8,1.864925127,51.28,48.72,Mississippi,10,8.1
1980,D,D,51.28,8,1.864925127,51.28,48.72,Missouri,10,7.7
1980,D,D,51.28,8,1.864925127,51.28,48.72,Montana,10,6.4
1980,D,D,51.28,8,1.864925127,51.28,48.72,Nebraska,10,4.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,Nevada,10,6.8
1980,D,D,51.28,8,1.864925127,51.28,48.72,New Hampshire,10,4.9
1980,D,D,51.28,8,1.864925127,51.28,48.72,New Jersey,10,7.6
1980,D,D,51.28,8,1.864925127,51.28,48.72,New Mexico,10,8
1980,D,D,51.28,8,1.864925127,51.28,48.72,New York,10,7.5
1980,D,D,51.28,8,1.864925127,51.28,48.72,New York city,10,8.5
1980,D,D,51.28,8,1.864925127,51.28,48.72,North Carolina,10,6.7
1980,D,D,51.28,8,1.864925127,51.28,48.72,North Dakota,10,5.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,Ohio,10,9.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Oklahoma,10,5
1980,D,D,51.28,8,1.864925127,51.28,48.72,Oregon,10,8.9
1980,D,D,51.28,8,1.864925127,51.28,48.72,Pennsylvania,10,8.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,Rhode Island,10,7.4
1980,D,D,51.28,8,1.864925127,51.28,48.72,South Carolina,10,7.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,South Dakota,10,5.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Tennessee,10,8.1
1980,D,D,51.28,8,1.864925127,51.28,48.72,Texas,10,5.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,Utah,10,6.8
1980,D,D,51.28,8,1.864925127,51.28,48.72,Vermont,10,6.5
1980,D,D,51.28,8,1.864925127,51.28,48.72,Virginia,10,5.3
1980,D,D,51.28,8,1.864925127,51.28,48.72,Washington,10,8.5
1980,D,D,51.28,8,1.864925127,51.28,48.72,West Virginia,10,10.2
1980,D,D,51.28,8,1.864925127,51.28,48.72,Wisconsin,10,8.6
1980,D,D,51.28,8,1.864925127,51.28,48.72,Wyoming,10,4.3
1982,D,D,56.15,8,0.039942463,56.15,43.85,Alabama,10,15.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,Alaska,10,10.1
1982,D,D,56.15,8,0.039942463,56.15,43.85,Arizona,10,11.4
1982,D,D,56.15,8,0.039942463,56.15,43.85,Arkansas,10,10.1
1982,D,D,56.15,8,0.039942463,56.15,43.85,California,10,10.7
1982,D,D,56.15,8,0.039942463,56.15,43.85,Los Angeles County,10,10.3
1982,D,D,56.15,8,0.039942463,56.15,43.85,Colorado,10,8.3
1982,D,D,56.15,8,0.039942463,56.15,43.85,Connecticut,10,7
1982,D,D,56.15,8,0.039942463,56.15,43.85,Delaware,10,8.1
1982,D,D,56.15,8,0.039942463,56.15,43.85,District of Columbia,10,10.7
1982,D,D,56.15,8,0.039942463,56.15,43.85,Florida,10,9
1982,D,D,56.15,8,0.039942463,56.15,43.85,Georgia,10,8.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,Hawaii,10,6.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,Idaho,10,10
1982,D,D,56.15,8,0.039942463,56.15,43.85,Illinois,10,12.6
1982,D,D,56.15,8,0.039942463,56.15,43.85,Indiana,10,12.4
1982,D,D,56.15,8,0.039942463,56.15,43.85,Iowa,10,8.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Kansas,10,7
1982,D,D,56.15,8,0.039942463,56.15,43.85,Kentucky,10,11.4
1982,D,D,56.15,8,0.039942463,56.15,43.85,Louisiana,10,10.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Maine,10,8.5
1982,D,D,56.15,8,0.039942463,56.15,43.85,Maryland,10,8.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,Massachusetts,10,7.7
1982,D,D,56.15,8,0.039942463,56.15,43.85,Michigan,10,16.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,Minnesota,10,8.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Mississippi,10,11.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Missouri,10,9.9
1982,D,D,56.15,8,0.039942463,56.15,43.85,Montana,10,8.7
1982,D,D,56.15,8,0.039942463,56.15,43.85,Nebraska,10,6
1982,D,D,56.15,8,0.039942463,56.15,43.85,Nevada,10,10.6
1982,D,D,56.15,8,0.039942463,56.15,43.85,New Hampshire,10,6.9
1982,D,D,56.15,8,0.039942463,56.15,43.85,New Jersey,10,8.9
1982,D,D,56.15,8,0.039942463,56.15,43.85,New Mexico,10,10
1982,D,D,56.15,8,0.039942463,56.15,43.85,New York,10,8.9
1982,D,D,56.15,8,0.039942463,56.15,43.85,New York city,10,9.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,North Carolina,10,9.7
1982,D,D,56.15,8,0.039942463,56.15,43.85,North Dakota,10,6
1982,D,D,56.15,8,0.039942463,56.15,43.85,Ohio,10,13.6
1982,D,D,56.15,8,0.039942463,56.15,43.85,Oklahoma,10,7.3
1982,D,D,56.15,8,0.039942463,56.15,43.85,Oregon,10,11.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Pennsylvania,10,12.1
1982,D,D,56.15,8,0.039942463,56.15,43.85,Rhode Island,10,10
1982,D,D,56.15,8,0.039942463,56.15,43.85,South Carolina,10,11.6
1982,D,D,56.15,8,0.039942463,56.15,43.85,South Dakota,10,5.9
1982,D,D,56.15,8,0.039942463,56.15,43.85,Tennessee,10,12.5
1982,D,D,56.15,8,0.039942463,56.15,43.85,Texas,10,7.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Utah,10,9
1982,D,D,56.15,8,0.039942463,56.15,43.85,Vermont,10,7.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,Virginia,10,7.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Washington,10,12.2
1982,D,D,56.15,8,0.039942463,56.15,43.85,West Virginia,10,16.8
1982,D,D,56.15,8,0.039942463,56.15,43.85,Wisconsin,10,11.4
1982,D,D,56.15,8,0.039942463,56.15,43.85,Wyoming,10,7.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Alabama,10,9.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Alaska,10,11
1986,D,D,55.19,8,0.537075736,55.19,44.81,Arizona,10,7.2
1986,D,D,55.19,8,0.537075736,55.19,44.81,Arkansas,10,8.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,California,10,6.6
1986,D,D,55.19,8,0.537075736,55.19,44.81,Los Angeles County,10,6.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Colorado,10,8.1
1986,D,D,55.19,8,0.537075736,55.19,44.81,Connecticut,10,3.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Delaware,10,3.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,District of Columbia,10,7.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Florida,10,5.8
1986,D,D,55.19,8,0.537075736,55.19,44.81,Georgia,10,6
1986,D,D,55.19,8,0.537075736,55.19,44.81,Hawaii,10,4.3
1986,D,D,55.19,8,0.537075736,55.19,44.81,Idaho,10,8.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,Illinois,10,7.9
1986,D,D,55.19,8,0.537075736,55.19,44.81,Indiana,10,6.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Iowa,10,6.3
1986,D,D,55.19,8,0.537075736,55.19,44.81,Kansas,10,5.3
1986,D,D,55.19,8,0.537075736,55.19,44.81,Kentucky,10,9.4
1986,D,D,55.19,8,0.537075736,55.19,44.81,Louisiana,10,13.1
1986,D,D,55.19,8,0.537075736,55.19,44.81,Maine,10,5.2
1986,D,D,55.19,8,0.537075736,55.19,44.81,Maryland,10,4.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,Massachusetts,10,3.9
1986,D,D,55.19,8,0.537075736,55.19,44.81,Michigan,10,8.6
1986,D,D,55.19,8,0.537075736,55.19,44.81,Minnesota,10,5.2
1986,D,D,55.19,8,0.537075736,55.19,44.81,Mississippi,10,11.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,Missouri,10,6.3
1986,D,D,55.19,8,0.537075736,55.19,44.81,Montana,10,7.9
1986,D,D,55.19,8,0.537075736,55.19,44.81,Nebraska,10,4.9
1986,D,D,55.19,8,0.537075736,55.19,44.81,Nevada,10,5.9
1986,D,D,55.19,8,0.537075736,55.19,44.81,New Hampshire,10,2.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,New Jersey,10,4.6
1986,D,D,55.19,8,0.537075736,55.19,44.81,New Mexico,10,9.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,New York,10,5.8
1986,D,D,55.19,8,0.537075736,55.19,44.81,New York city,10,6.7
1986,D,D,55.19,8,0.537075736,55.19,44.81,North Carolina,10,5.3
1986,D,D,55.19,8,0.537075736,55.19,44.81,North Dakota,10,5.6
1986,D,D,55.19,8,0.537075736,55.19,44.81,Ohio,10,8.2
1986,D,D,55.19,8,0.537075736,55.19,44.81,Oklahoma,10,8.4
1986,D,D,55.19,8,0.537075736,55.19,44.81,Oregon,10,7.3
1986,D,D,55.19,8,0.537075736,55.19,44.81,Pennsylvania,10,6.4
1986,D,D,55.19,8,0.537075736,55.19,44.81,Rhode Island,10,4
1986,D,D,55.19,8,0.537075736,55.19,44.81,South Carolina,10,6.1
1986,D,D,55.19,8,0.537075736,55.19,44.81,South Dakota,10,4.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,Tennessee,10,7.8
1986,D,D,55.19,8,0.537075736,55.19,44.81,Texas,10,9.2
1986,D,D,55.19,8,0.537075736,55.19,44.81,Utah,10,6.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,Vermont,10,4.2
1986,D,D,55.19,8,0.537075736,55.19,44.81,Virginia,10,5
1986,D,D,55.19,8,0.537075736,55.19,44.81,Washington,10,8.1
1986,D,D,55.19,8,0.537075736,55.19,44.81,West Virginia,10,11.5
1986,D,D,55.19,8,0.537075736,55.19,44.81,Wisconsin,10,6.8
1986,D,D,55.19,8,0.537075736,55.19,44.81,Wyoming,10,9.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Alabama,10,7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Alaska,10,7.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Arizona,10,5.2
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Arkansas,10,7.1
1990,D,D,54.09,8,-0.910379413,54.09,45.91,California,10,6.4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Los Angeles County,10,6.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Colorado,10,5.1
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Connecticut,10,5.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Delaware,10,6.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,District of Columbia,10,6.8
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Florida,10,6.5
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Georgia,10,5.8
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Hawaii,10,2.6
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Idaho,10,5.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Illinois,10,6.4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Indiana,10,5.4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Iowa,10,4.5
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Kansas,10,4.6
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Kentucky,10,6.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Louisiana,10,6.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Maine,10,6.2
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Maryland,10,5.2
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Massachusetts,10,7.1
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Michigan,10,7.8
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Minnesota,10,5
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Mississippi,10,7.9
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Missouri,10,6.4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Montana,10,6.4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Nebraska,10,2.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Nevada,10,5
1990,D,D,54.09,8,-0.910379413,54.09,45.91,New Hampshire,10,6.1
1990,D,D,54.09,8,-0.910379413,54.09,45.91,New Jersey,10,5.6
1990,D,D,54.09,8,-0.910379413,54.09,45.91,New Mexico,10,6.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,New York,10,5.6
1990,D,D,54.09,8,-0.910379413,54.09,45.91,New York city,10,7.2
1990,D,D,54.09,8,-0.910379413,54.09,45.91,North Carolina,10,4.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,North Dakota,10,4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Ohio,10,5.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Oklahoma,10,6
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Oregon,10,5.8
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Pennsylvania,10,5.9
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Rhode Island,10,7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,South Carolina,10,5.1
1990,D,D,54.09,8,-0.910379413,54.09,45.91,South Dakota,10,3.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Tennessee,10,5.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Texas,10,6.4
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Utah,10,4.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Vermont,10,5.5
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Virginia,10,5.1
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Washington,10,5.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,West Virginia,10,9.3
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Wisconsin,10,4.7
1990,D,D,54.09,8,-0.910379413,54.09,45.91,Wyoming,10,5.3
1994,R,D,46.41,8,1.145524445,46.41,53.59,Alabama,10,6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Alaska,10,7.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,Arizona,10,6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Arkansas,10,5.1
1994,R,D,46.41,8,1.145524445,46.41,53.59,California,10,8.2
1994,R,D,46.41,8,1.145524445,46.41,53.59,Los Angeles County,10,8.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Colorado,10,3.8
1994,R,D,46.41,8,1.145524445,46.41,53.59,Connecticut,10,5.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Delaware,10,4.3
1994,R,D,46.41,8,1.145524445,46.41,53.59,District of Columbia,10,7.7
1994,R,D,46.41,8,1.145524445,46.41,53.59,Florida,10,6.1
1994,R,D,46.41,8,1.145524445,46.41,53.59,Georgia,10,4.8
1994,R,D,46.41,8,1.145524445,46.41,53.59,Hawaii,10,5.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Idaho,10,5.5
1994,R,D,46.41,8,1.145524445,46.41,53.59,Illinois,10,5.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,Indiana,10,4.7
1994,R,D,46.41,8,1.145524445,46.41,53.59,Iowa,10,3.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,Kansas,10,4.9
1994,R,D,46.41,8,1.145524445,46.41,53.59,Kentucky,10,5.3
1994,R,D,46.41,8,1.145524445,46.41,53.59,Louisiana,10,7.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Maine,10,6.7
1994,R,D,46.41,8,1.145524445,46.41,53.59,Maryland,10,5
1994,R,D,46.41,8,1.145524445,46.41,53.59,Massachusetts,10,5.8
1994,R,D,46.41,8,1.145524445,46.41,53.59,Michigan,10,5.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,Minnesota,10,3.9
1994,R,D,46.41,8,1.145524445,46.41,53.59,Mississippi,10,6.1
1994,R,D,46.41,8,1.145524445,46.41,53.59,Missouri,10,4.9
1994,R,D,46.41,8,1.145524445,46.41,53.59,Montana,10,5.3
1994,R,D,46.41,8,1.145524445,46.41,53.59,Nebraska,10,2.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Nevada,10,6
1994,R,D,46.41,8,1.145524445,46.41,53.59,New Hampshire,10,4.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,New Jersey,10,6.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,New Mexico,10,6.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,New York,10,6.5
1994,R,D,46.41,8,1.145524445,46.41,53.59,New York city,10,8.1
1994,R,D,46.41,8,1.145524445,46.41,53.59,North Carolina,10,4.3
1994,R,D,46.41,8,1.145524445,46.41,53.59,North Dakota,10,3.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Ohio,10,4.9
1994,R,D,46.41,8,1.145524445,46.41,53.59,Oklahoma,10,5.2
1994,R,D,46.41,8,1.145524445,46.41,53.59,Oregon,10,5
1994,R,D,46.41,8,1.145524445,46.41,53.59,Pennsylvania,10,6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Rhode Island,10,6.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,South Carolina,10,5.7
1994,R,D,46.41,8,1.145524445,46.41,53.59,South Dakota,10,3.3
1994,R,D,46.41,8,1.145524445,46.41,53.59,Tennessee,10,4.7
1994,R,D,46.41,8,1.145524445,46.41,53.59,Texas,10,6.1
1994,R,D,46.41,8,1.145524445,46.41,53.59,Utah,10,3.9
1994,R,D,46.41,8,1.145524445,46.41,53.59,Vermont,10,4.4
1994,R,D,46.41,8,1.145524445,46.41,53.59,Virginia,10,4.6
1994,R,D,46.41,8,1.145524445,46.41,53.59,Washington,10,6.3
